Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
luxemia-pink-sequined-gown-for-festive-events,Pink Sequined Gown for Festive Events,"<p>Pink Sequined Gown for Festive Events is selected for LuxeMia customers looking for polished Indian ethnic wear with a boutique feel. The pink gown is suitable for festive occasions, parties, family functions and pairs detailed styling with an easy special-occasion silhouette.</p>  <ul>   <li><strong>Style:</strong> Gown</li>   <li><strong>Color:</strong> Pink</li>   <li><strong>Fabric:</strong> Chinoon</li>   <li><strong>Work:</strong> Sequined, Thread Embroidery, Embroidery</li>   <li><strong>Includes:</strong> Two-Piece Set</li>   <li><strong>Occasion:</strong> festive occasions, parties, family functions</li>   <li><strong>Sizes:</strong> XS, S, M, L, XL, XXL, 3XL, 4XL, 5XL, Custom Measurements</li> </ul>  <p><strong>Custom Measurements:</strong> Select ""Custom Measurements"" as your size if you would like alteration support. After placing your order, share your bust, waist, hips, shoulder, sleeve length, top length, bottom length, and height measurements during the LuxeMia fit follow-up so our team can confirm the best fit before processing.</p>  <p><em>Please note:</em> Slight color variation may occur due to lighting, photography, and screen settings.</p>",LuxeMia,Apparel & Accessories > Clothing,Gown,"LuxeMia, Indian ethnic wear, Gown, Pink, Chinoon, Sequined, Thread Embroidery, Embroidery, wedding guest outfit, festive wear, reception outfit, sangeet outfit, custom measurements",FALSE,Size,XS,,,,,,0,,0,deny,manual,117.99,,TRUE,TRUE,,https://luxemia.shop/catalog-clean/lapink-new-arrivals/luxemia-pink-sequined-gown-for-festive-events-image-1.jpg,1,Pink Sequined Gown for Festive Events,FALSE,Pink Sequined Gown for Festive Events,"Pink Sequined Gown for Festive Events in Pink. LuxeMia gown including two-piece set for weddings, receptions, festive events, and custom measurements.",,female,adult,,new,TRUE,,lb,,,draft
luxemia-pink-sequined-gown-for-festive-events,,,,,,,FALSE,Size,S,,,,,,0,,0,deny,manual,117.99,,TRUE,TRUE,,,,,FALSE,,,,female,adult,,new,TRUE,,lb,,,draft
luxemia-pink-sequined-gown-for-festive-events,,,,,,,FALSE,Size,M,,,,,,0,,0,deny,manual,117.99,,TRUE,TRUE,,,,,FALSE,,,,female,adult,,new,TRUE,,lb,,,draft
luxemia-pink-sequined-gown-for-festive-events,,,,,,,FALSE,Size,L,,,,,,0,,0,deny,manual,117.99,,TRUE,TRUE,,,,,FALSE,,,,female,adult,,new,TRUE,,lb,,,draft
luxemia-pink-sequined-gown-for-festive-events,,,,,,,FALSE,Size,XL,,,,,,0,,0,deny,manual,117.99,,TRUE,TRUE,,,,,FALSE,,,,female,adult,,new,TRUE,,lb,,,draft
luxemia-pink-sequined-gown-for-festive-events,,,,,,,FALSE,Size,XXL,,,,,,0,,0,deny,manual,117.99,,TRUE,TRUE,,,,,FALSE,,,,female,adult,,new,TRUE,,lb,,,draft
luxemia-pink-sequined-gown-for-festive-events,,,,,,,FALSE,Size,3XL,,,,,,0,,0,deny,manual,117.99,,TRUE,TRUE,,,,,FALSE,,,,female,adult,,new,TRUE,,lb,,,draft
luxemia-pink-sequined-gown-for-festive-events,,,,,,,FALSE,Size,4XL,,,,,,0,,0,deny,manual,117.99,,TRUE,TRUE,,,,,FALSE,,,,female,adult,,new,TRUE,,lb,,,draft
luxemia-pink-sequined-gown-for-festive-events,,,,,,,FALSE,Size,5XL,,,,,,0,,0,deny,manual,117.99,,TRUE,TRUE,,,,,FALSE,,,,female,adult,,new,TRUE,,lb,,,draft
luxemia-pink-sequined-gown-for-festive-events,,,,,,,FALSE,Size,Custom Measurements,,,,,,0,,0,deny,manual,117.99,,TRUE,TRUE,,,,,FALSE,,,,female,adult,,new,TRUE,,lb,,,draft
luxemia-pink-sequined-gown-for-festive-events,,,,,,,,,,,,,,,,,,,,,,,,,https://luxemia.shop/catalog-clean/lapink-new-arrivals/luxemia-pink-sequined-gown-for-festive-events-image-2.jpg,2,Pink Sequined Gown for Festive Events,,,,,,,,,,,,,,
luxemia-pink-sequined-gown-for-festive-events,,,,,,,,,,,,,,,,,,,,,,,,,https://luxemia.shop/catalog-clean/lapink-new-arrivals/luxemia-pink-sequined-gown-for-festive-events-image-3.jpg,3,Pink Sequined Gown for Festive Events,,,,,,,,,,,,,,
luxemia-green-mirror-pre-draped-saree-with-blouse-for-receptions,Green Mirror Pre-Draped Saree with Blouse for Receptions,"<p>Green Mirror Pre-Draped Saree with Blouse for Receptions from LuxeMia, selected for weddings, receptions, festive events, and special occasions.</p><h3>Key product details</h3><ul><li><strong>Color:</strong> Green</li><li><strong>Fabric:</strong> Textured</li><li><strong>Work:</strong> Mirror, Stone, Beaded, Embroidery</li><li><strong>Included pieces:</strong> Two-Piece Set</li></ul><p><strong>Custom Measurements:</strong> Select Custom Measurements and we will follow up for your made-to-measure sizing details.</p>",LuxeMia,Apparel & Accessories > Clothing,Pre-Draped Saree,"LuxeMia, Pre-Draped Saree, Green, Textured, Mirror, Stone, Beaded, Embroidery, Indian ethnic wear, wedding outfit, festive wear",FALSE,Size,XS,,,,,luxemia-green-mirror-pre-draped-saree-with-blouse-for-receptions-xs,0,,0,deny,manual,83.99,,TRUE,TRUE,,https://luxemia.shop/catalog-clean/lapink-new-arrivals/luxemia-green-mirror-pre-draped-saree-with-blouse-for-receptions-image-1.jpg,1,Green Mirror Pre-Draped Saree with Blouse for Receptions,FALSE,Green Mirror Pre-Draped Saree with Blouse for Receptions,"Shop Green Mirror Pre-Draped Saree with Blouse for Receptions from LuxeMia in sizes XS to 5XL, plus custom measurements.",Apparel & Accessories > Clothing,Female,Adult,,New,TRUE,,kg,,,draft
luxemia-green-mirror-pre-draped-saree-with-blouse-for-receptions,,,,,,,,Size,S,,,,,luxemia-green-mirror-pre-draped-saree-with-blouse-for-receptions-s,0,,0,deny,manual,83.99,,TRUE,TRUE,,,,,,,,,,,,,,,kg,,,draft
luxemia-green-mirror-pre-draped-saree-with-blouse-for-receptions,,,,,,,,Size,M,,,,,luxemia-green-mirror-pre-draped-saree-with-blouse-for-receptions-m,0,,0,deny,manual,83.99,,TRUE,TRUE,,,,,,,,,,,,,,,kg,,,draft
luxemia-green-mirror-pre-draped-saree-with-blouse-for-receptions,,,,,,,,Size,L,,,,,luxemia-green-mirror-pre-draped-saree-with-blouse-for-receptions-l,0,,0,deny,manual,83.99,,TRUE,TRUE,,,,,,,,,,,,,,,kg,,,draft
luxemia-green-mirror-pre-draped-saree-with-blouse-for-receptions,,,,,,,,Size,XL,,,,,luxemia-green-mirror-pre-draped-saree-with-blouse-for-receptions-xl,0,,0,deny,manual,83.99,,TRUE,TRUE,,,,,,,,,,,,,,,kg,,,draft
luxemia-green-mirror-pre-draped-saree-with-blouse-for-receptions,,,,,,,,Size,XXL,,,,,luxemia-green-mirror-pre-draped-saree-with-blouse-for-receptions-xxl,0,,0,deny,manual,83.99,,TRUE,TRUE,,,,,,,,,,,,,,,kg,,,draft
luxemia-green-mirror-pre-draped-saree-with-blouse-for-receptions,,,,,,,,Size,3XL,,,,,luxemia-green-mirror-pre-draped-saree-with-blouse-for-receptions-3xl,0,,0,deny,manual,83.99,,TRUE,TRUE,,,,,,,,,,,,,,,kg,,,draft
luxemia-green-mirror-pre-draped-saree-with-blouse-for-receptions,,,,,,,,Size,4XL,,,,,luxemia-green-mirror-pre-draped-saree-with-blouse-for-receptions-4xl,0,,0,deny,manual,83.99,,TRUE,TRUE,,,,,,,,,,,,,,,kg,,,draft
luxemia-green-mirror-pre-draped-saree-with-blouse-for-receptions,,,,,,,,Size,5XL,,,,,luxemia-green-mirror-pre-draped-saree-with-blouse-for-receptions-5xl,0,,0,deny,manual,83.99,,TRUE,TRUE,,,,,,,,,,,,,,,kg,,,draft
luxemia-green-mirror-pre-draped-saree-with-blouse-for-receptions,,,,,,,,Size,Custom Measurements,,,,,luxemia-green-mirror-pre-draped-saree-with-blouse-for-receptions-custom-measurements,0,,0,deny,manual,83.99,,TRUE,TRUE,,,,,,,,,,,,,,,kg,,,draft
luxemia-green-mirror-pre-draped-saree-with-blouse-for-receptions,,,,,,,,,,,,,,,,,,,,,,,,,https://luxemia.shop/catalog-clean/lapink-new-arrivals/luxemia-green-mirror-pre-draped-saree-with-blouse-for-receptions-image-3.jpg,2,Green Mirror Pre-Draped Saree with Blouse for Receptions,,,,,,,,,,,,,,
luxemia-green-mirror-pre-draped-saree-with-blouse-for-receptions,,,,,,,,,,,,,,,,,,,,,,,,,https://luxemia.shop/catalog-clean/lapink-new-arrivals/luxemia-green-mirror-pre-draped-saree-with-blouse-for-receptions-image-5.jpg,3,Green Mirror Pre-Draped Saree with Blouse for Receptions,,,,,,,,,,,,,,
luxemia-cream-beaded-skirt-set-for-festive-events,Cream Beaded Skirt Set for Festive Events,"<p>Cream Beaded Skirt Set for Festive Events is selected for LuxeMia customers looking for polished Indian ethnic wear with a boutique feel. The cream skirt set is suitable for festive occasions, parties, family functions and pairs detailed styling with an easy special-occasion silhouette.</p>  <ul>   <li><strong>Style:</strong> Skirt Set</li>   <li><strong>Color:</strong> Cream</li>   <li><strong>Fabric:</strong> Shimmer</li>   <li><strong>Work:</strong> Beaded, Embroidery</li>   <li><strong>Includes:</strong> Three-Piece Set</li>   <li><strong>Occasion:</strong> festive occasions, parties, family functions</li>   <li><strong>Sizes:</strong> XS, S, M, L, XL, XXL, 3XL, 4XL, 5XL, Custom Measurements</li> </ul>  <p><strong>Custom Measurements:</strong> Select ""Custom Measurements"" as your size if you would like alteration support. After placing your order, share your bust, waist, hips, shoulder, sleeve length, top length, bottom length, and height measurements during the LuxeMia fit follow-up so our team can confirm the best fit before processing.</p>  <p><em>Please note:</em> Slight color variation may occur due to lighting, photography, and screen settings.</p>",LuxeMia,Apparel & Accessories > Clothing,Skirt Set,"LuxeMia, Indian ethnic wear, Skirt Set, Cream, Shimmer, Beaded, Embroidery, wedding guest outfit, festive wear, reception outfit, sangeet outfit, custom measurements",FALSE,Size,XS,,,,,,0,,0,deny,manual,244.99,,TRUE,TRUE,,https://luxemia.shop/catalog-clean/lapink-new-arrivals/luxemia-cream-beaded-skirt-set-for-festive-events-image-1.jpg,1,Cream Beaded Skirt Set for Festive Events,FALSE,Cream Beaded Skirt Set for Festive Events,"Cream Beaded Skirt Set for Festive Events in Cream. LuxeMia skirt set including three-piece set for weddings, receptions, festive events, and custom measurements.",,female,adult,,new,TRUE,,lb,,,draft
luxemia-cream-beaded-skirt-set-for-festive-events,,,,,,,FALSE,Size,S,,,,,,0,,0,deny,manual,244.99,,TRUE,TRUE,,,,,FALSE,,,,female,adult,,new,TRUE,,lb,,,draft
luxemia-cream-beaded-skirt-set-for-festive-events,,,,,,,FALSE,Size,M,,,,,,0,,0,deny,manual,244.99,,TRUE,TRUE,,,,,FALSE,,,,female,adult,,new,TRUE,,lb,,,draft
luxemia-cream-beaded-skirt-set-for-festive-events,,,,,,,FALSE,Size,L,,,,,,0,,0,deny,manual,244.99,,TRUE,TRUE,,,,,FALSE,,,,female,adult,,new,TRUE,,lb,,,draft
luxemia-cream-beaded-skirt-set-for-festive-events,,,,,,,FALSE,Size,XL,,,,,,0,,0,deny,manual,244.99,,TRUE,TRUE,,,,,FALSE,,,,female,adult,,new,TRUE,,lb,,,draft
luxemia-cream-beaded-skirt-set-for-festive-events,,,,,,,FALSE,Size,XXL,,,,,,0,,0,deny,manual,244.99,,TRUE,TRUE,,,,,FALSE,,,,female,adult,,new,TRUE,,lb,,,draft
luxemia-cream-beaded-skirt-set-for-festive-events,,,,,,,FALSE,Size,3XL,,,,,,0,,0,deny,manual,244.99,,TRUE,TRUE,,,,,FALSE,,,,female,adult,,new,TRUE,,lb,,,draft
luxemia-cream-beaded-skirt-set-for-festive-events,,,,,,,FALSE,Size,4XL,,,,,,0,,0,deny,manual,244.99,,TRUE,TRUE,,,,,FALSE,,,,female,adult,,new,TRUE,,lb,,,draft
luxemia-cream-beaded-skirt-set-for-festive-events,,,,,,,FALSE,Size,5XL,,,,,,0,,0,deny,manual,244.99,,TRUE,TRUE,,,,,FALSE,,,,female,adult,,new,TRUE,,lb,,,draft
luxemia-cream-beaded-skirt-set-for-festive-events,,,,,,,FALSE,Size,Custom Measurements,,,,,,0,,0,deny,manual,244.99,,TRUE,TRUE,,,,,FALSE,,,,female,adult,,new,TRUE,,lb,,,draft
luxemia-cream-beaded-skirt-set-for-festive-events,,,,,,,,,,,,,,,,,,,,,,,,,https://luxemia.shop/catalog-clean/lapink-new-arrivals/luxemia-cream-beaded-skirt-set-for-festive-events-image-2.jpg,2,Cream Beaded Skirt Set for Festive Events,,,,,,,,,,,,,,
luxemia-cream-beaded-skirt-set-for-festive-events,,,,,,,,,,,,,,,,,,,,,,,,,https://luxemia.shop/catalog-clean/lapink-new-arrivals/luxemia-cream-beaded-skirt-set-for-festive-events-image-3.jpg,3,Cream Beaded Skirt Set for Festive Events,,,,,,,,,,,,,,
luxemia-pink-beaded-skirt-set-for-festive-events,Pink Beaded Skirt Set for Festive Events,"<p>Pink Beaded Skirt Set for Festive Events is selected for LuxeMia customers looking for polished Indian ethnic wear with a boutique feel. The pink skirt set is suitable for festive occasions, parties, family functions and pairs detailed styling with an easy special-occasion silhouette.</p>  <ul>   <li><strong>Style:</strong> Skirt Set</li>   <li><strong>Color:</strong> Pink</li>   <li><strong>Fabric:</strong> Shimmer</li>   <li><strong>Work:</strong> Beaded, Embroidery</li>   <li><strong>Includes:</strong> Three-Piece Set</li>   <li><strong>Occasion:</strong> festive occasions, parties, family functions</li>   <li><strong>Sizes:</strong> XS, S, M, L, XL, XXL, 3XL, 4XL, 5XL, Custom Measurements</li> </ul>  <p><strong>Custom Measurements:</strong> Select ""Custom Measurements"" as your size if you would like alteration support. After placing your order, share your bust, waist, hips, shoulder, sleeve length, top length, bottom length, and height measurements during the LuxeMia fit follow-up so our team can confirm the best fit before processing.</p>  <p><em>Please note:</em> Slight color variation may occur due to lighting, photography, and screen settings.</p>",LuxeMia,Apparel & Accessories > Clothing,Skirt Set,"LuxeMia, Indian ethnic wear, Skirt Set, Pink, Shimmer, Beaded, Embroidery, wedding guest outfit, festive wear, reception outfit, sangeet outfit, custom measurements",FALSE,Size,XS,,,,,,0,,0,deny,manual,244.99,,TRUE,TRUE,,https://luxemia.shop/catalog-clean/lapink-new-arrivals/luxemia-pink-beaded-skirt-set-for-festive-events-image-1.jpg,1,Pink Beaded Skirt Set for Festive Events,FALSE,Pink Beaded Skirt Set for Festive Events,"Pink Beaded Skirt Set for Festive Events in Pink. LuxeMia skirt set including three-piece set for weddings, receptions, festive events, and custom measurements.",,female,adult,,new,TRUE,,lb,,,draft
luxemia-pink-beaded-skirt-set-for-festive-events,,,,,,,FALSE,Size,S,,,,,,0,,0,deny,manual,244.99,,TRUE,TRUE,,,,,FALSE,,,,female,adult,,new,TRUE,,lb,,,draft
luxemia-pink-beaded-skirt-set-for-festive-events,,,,,,,FALSE,Size,M,,,,,,0,,0,deny,manual,244.99,,TRUE,TRUE,,,,,FALSE,,,,female,adult,,new,TRUE,,lb,,,draft
luxemia-pink-beaded-skirt-set-for-festive-events,,,,,,,FALSE,Size,L,,,,,,0,,0,deny,manual,244.99,,TRUE,TRUE,,,,,FALSE,,,,female,adult,,new,TRUE,,lb,,,draft
luxemia-pink-beaded-skirt-set-for-festive-events,,,,,,,FALSE,Size,XL,,,,,,0,,0,deny,manual,244.99,,TRUE,TRUE,,,,,FALSE,,,,female,adult,,new,TRUE,,lb,,,draft
luxemia-pink-beaded-skirt-set-for-festive-events,,,,,,,FALSE,Size,XXL,,,,,,0,,0,deny,manual,244.99,,TRUE,TRUE,,,,,FALSE,,,,female,adult,,new,TRUE,,lb,,,draft
luxemia-pink-beaded-skirt-set-for-festive-events,,,,,,,FALSE,Size,3XL,,,,,,0,,0,deny,manual,244.99,,TRUE,TRUE,,,,,FALSE,,,,female,adult,,new,TRUE,,lb,,,draft
luxemia-pink-beaded-skirt-set-for-festive-events,,,,,,,FALSE,Size,4XL,,,,,,0,,0,deny,manual,244.99,,TRUE,TRUE,,,,,FALSE,,,,female,adult,,new,TRUE,,lb,,,draft
luxemia-pink-beaded-skirt-set-for-festive-events,,,,,,,FALSE,Size,5XL,,,,,,0,,0,deny,manual,244.99,,TRUE,TRUE,,,,,FALSE,,,,female,adult,,new,TRUE,,lb,,,draft
luxemia-pink-beaded-skirt-set-for-festive-events,,,,,,,FALSE,Size,Custom Measurements,,,,,,0,,0,deny,manual,244.99,,TRUE,TRUE,,,,,FALSE,,,,female,adult,,new,TRUE,,lb,,,draft
luxemia-pink-beaded-skirt-set-for-festive-events,,,,,,,,,,,,,,,,,,,,,,,,,https://luxemia.shop/catalog-clean/lapink-new-arrivals/luxemia-pink-beaded-skirt-set-for-festive-events-image-2.jpg,2,Pink Beaded Skirt Set for Festive Events,,,,,,,,,,,,,,
luxemia-pink-beaded-skirt-set-for-festive-events,,,,,,,,,,,,,,,,,,,,,,,,,https://luxemia.shop/catalog-clean/lapink-new-arrivals/luxemia-pink-beaded-skirt-set-for-festive-events-image-3.jpg,3,Pink Beaded Skirt Set for Festive Events,,,,,,,,,,,,,,
luxemia-pink-beaded-skirt-set-for-festive-events,,,,,,,,,,,,,,,,,,,,,,,,,https://luxemia.shop/catalog-clean/lapink-new-arrivals/luxemia-pink-beaded-skirt-set-for-festive-events-image-4.jpg,4,Pink Beaded Skirt Set for Festive Events,,,,,,,,,,,,,,
luxemia-pink-embroidered-lehenga-choli-with-dupatta-for-weddings,Pink Embroidered Lehenga Choli with Dupatta for Weddings,"<p>Pink Embroidered Lehenga Choli with Dupatta for Weddings from LuxeMia, selected for weddings, receptions, festive events, and special occasions.</p><h3>Key product details</h3><ul><li><strong>Color:</strong> Pink</li><li><strong>Fabric:</strong> Shimmer</li><li><strong>Work:</strong> Embroidery</li><li><strong>Included pieces:</strong> Three- Piece Set</li></ul><p><strong>Custom Measurements:</strong> Select Custom Measurements and we will follow up for your made-to-measure sizing details.</p>",LuxeMia,Apparel & Accessories > Clothing,Lehenga Choli,"LuxeMia, Lehenga Choli, Pink, Shimmer, Embroidery, Indian ethnic wear, wedding outfit, festive wear",FALSE,Size,XS,,,,,luxemia-pink-embroidered-lehenga-choli-with-dupatta-for-weddings-xs,0,,0,deny,manual,165.99,,TRUE,TRUE,,https://luxemia.shop/catalog-clean/lapink-new-arrivals/luxemia-pink-embroidered-lehenga-choli-with-dupatta-for-weddings-image-5.jpg,1,Pink Embroidered Lehenga Choli with Dupatta for Weddings,FALSE,Pink Embroidered Lehenga Choli with Dupatta for Weddings,"Shop Pink Embroidered Lehenga Choli with Dupatta for Weddings from LuxeMia in sizes XS to 5XL, plus custom measurements.",Apparel & Accessories > Clothing,Female,Adult,,New,TRUE,,kg,,,draft
luxemia-pink-embroidered-lehenga-choli-with-dupatta-for-weddings,,,,,,,,Size,S,,,,,luxemia-pink-embroidered-lehenga-choli-with-dupatta-for-weddings-s,0,,0,deny,manual,165.99,,TRUE,TRUE,,,,,,,,,,,,,,,kg,,,draft
luxemia-pink-embroidered-lehenga-choli-with-dupatta-for-weddings,,,,,,,,Size,M,,,,,luxemia-pink-embroidered-lehenga-choli-with-dupatta-for-weddings-m,0,,0,deny,manual,165.99,,TRUE,TRUE,,,,,,,,,,,,,,,kg,,,draft
luxemia-pink-embroidered-lehenga-choli-with-dupatta-for-weddings,,,,,,,,Size,L,,,,,luxemia-pink-embroidered-lehenga-choli-with-dupatta-for-weddings-l,0,,0,deny,manual,165.99,,TRUE,TRUE,,,,,,,,,,,,,,,kg,,,draft
luxemia-pink-embroidered-lehenga-choli-with-dupatta-for-weddings,,,,,,,,Size,XL,,,,,luxemia-pink-embroidered-lehenga-choli-with-dupatta-for-weddings-xl,0,,0,deny,manual,165.99,,TRUE,TRUE,,,,,,,,,,,,,,,kg,,,draft
luxemia-pink-embroidered-lehenga-choli-with-dupatta-for-weddings,,,,,,,,Size,XXL,,,,,luxemia-pink-embroidered-lehenga-choli-with-dupatta-for-weddings-xxl,0,,0,deny,manual,165.99,,TRUE,TRUE,,,,,,,,,,,,,,,kg,,,draft
luxemia-pink-embroidered-lehenga-choli-with-dupatta-for-weddings,,,,,,,,Size,3XL,,,,,luxemia-pink-embroidered-lehenga-choli-with-dupatta-for-weddings-3xl,0,,0,deny,manual,165.99,,TRUE,TRUE,,,,,,,,,,,,,,,kg,,,draft
luxemia-pink-embroidered-lehenga-choli-with-dupatta-for-weddings,,,,,,,,Size,4XL,,,,,luxemia-pink-embroidered-lehenga-choli-with-dupatta-for-weddings-4xl,0,,0,deny,manual,165.99,,TRUE,TRUE,,,,,,,,,,,,,,,kg,,,draft
luxemia-pink-embroidered-lehenga-choli-with-dupatta-for-weddings,,,,,,,,Size,5XL,,,,,luxemia-pink-embroidered-lehenga-choli-with-dupatta-for-weddings-5xl,0,,0,deny,manual,165.99,,TRUE,TRUE,,,,,,,,,,,,,,,kg,,,draft
luxemia-pink-embroidered-lehenga-choli-with-dupatta-for-weddings,,,,,,,,Size,Custom Measurements,,,,,luxemia-pink-embroidered-lehenga-choli-with-dupatta-for-weddings-custom-measurements,0,,0,deny,manual,165.99,,TRUE,TRUE,,,,,,,,,,,,,,,kg,,,draft
luxemia-pistachio-rust-brown-mirror-palazzo-set-for-festive-events,"Pistachio, Rust, Brown Mirror Palazzo Set for Festive Events","<p>Pistachio, Rust, Brown Mirror Palazzo Set for Festive Events from LuxeMia, selected for weddings, receptions, festive events, and special occasions.</p><h3>Key product details</h3><ul><li><strong>Color:</strong> Pistachio, Rust, Brown</li><li><strong>Fabric:</strong> Textured</li><li><strong>Work:</strong> Mirror, Stone, Embroidery</li><li><strong>Included pieces:</strong> Three-Piece Set</li></ul><p><strong>Custom Measurements:</strong> Select Custom Measurements and we will follow up for your made-to-measure sizing details.</p>",LuxeMia,Apparel & Accessories > Clothing,Palazzo Set,"LuxeMia, Palazzo Set, Pistachio, Rust, Brown, Textured, Mirror, Stone, Embroidery, Indian ethnic wear, wedding outfit, festive wear",FALSE,Size,XS,,,,,luxemia-pistachio-rust-brown-mirror-palazzo-set-for-festive-events-xs,0,,0,deny,manual,87.99,,TRUE,TRUE,,https://luxemia.shop/catalog-clean/lapink-new-arrivals/luxemia-pistachio-rust-brown-mirror-palazzo-set-for-festive-events-image-1.jpg,1,"Pistachio, Rust, Brown Mirror Palazzo Set for Festive Events",FALSE,"Pistachio, Rust, Brown Mirror Palazzo Set for Festive Events","Shop Pistachio, Rust, Brown Mirror Palazzo Set for Festive Events from LuxeMia in sizes XS to 5XL, plus custom measurements.",Apparel & Accessories > Clothing,Female,Adult,,New,TRUE,,kg,,,draft
luxemia-pistachio-rust-brown-mirror-palazzo-set-for-festive-events,,,,,,,,Size,S,,,,,luxemia-pistachio-rust-brown-mirror-palazzo-set-for-festive-events-s,0,,0,deny,manual,87.99,,TRUE,TRUE,,,,,,,,,,,,,,,kg,,,draft
luxemia-pistachio-rust-brown-mirror-palazzo-set-for-festive-events,,,,,,,,Size,M,,,,,luxemia-pistachio-rust-brown-mirror-palazzo-set-for-festive-events-m,0,,0,deny,manual,87.99,,TRUE,TRUE,,,,,,,,,,,,,,,kg,,,draft
luxemia-pistachio-rust-brown-mirror-palazzo-set-for-festive-events,,,,,,,,Size,L,,,,,luxemia-pistachio-rust-brown-mirror-palazzo-set-for-festive-events-l,0,,0,deny,manual,87.99,,TRUE,TRUE,,,,,,,,,,,,,,,kg,,,draft
luxemia-pistachio-rust-brown-mirror-palazzo-set-for-festive-events,,,,,,,,Size,XL,,,,,luxemia-pistachio-rust-brown-mirror-palazzo-set-for-festive-events-xl,0,,0,deny,manual,87.99,,TRUE,TRUE,,,,,,,,,,,,,,,kg,,,draft
luxemia-pistachio-rust-brown-mirror-palazzo-set-for-festive-events,,,,,,,,Size,XXL,,,,,luxemia-pistachio-rust-brown-mirror-palazzo-set-for-festive-events-xxl,0,,0,deny,manual,87.99,,TRUE,TRUE,,,,,,,,,,,,,,,kg,,,draft
luxemia-pistachio-rust-brown-mirror-palazzo-set-for-festive-events,,,,,,,,Size,3XL,,,,,luxemia-pistachio-rust-brown-mirror-palazzo-set-for-festive-events-3xl,0,,0,deny,manual,87.99,,TRUE,TRUE,,,,,,,,,,,,,,,kg,,,draft
luxemia-pistachio-rust-brown-mirror-palazzo-set-for-festive-events,,,,,,,,Size,4XL,,,,,luxemia-pistachio-rust-brown-mirror-palazzo-set-for-festive-events-4xl,0,,0,deny,manual,87.99,,TRUE,TRUE,,,,,,,,,,,,,,,kg,,,draft
luxemia-pistachio-rust-brown-mirror-palazzo-set-for-festive-events,,,,,,,,Size,5XL,,,,,luxemia-pistachio-rust-brown-mirror-palazzo-set-for-festive-events-5xl,0,,0,deny,manual,87.99,,TRUE,TRUE,,,,,,,,,,,,,,,kg,,,draft
luxemia-pistachio-rust-brown-mirror-palazzo-set-for-festive-events,,,,,,,,Size,Custom Measurements,,,,,luxemia-pistachio-rust-brown-mirror-palazzo-set-for-festive-events-custom-measurements,0,,0,deny,manual,87.99,,TRUE,TRUE,,,,,,,,,,,,,,,kg,,,draft
luxemia-pistachio-rust-brown-mirror-palazzo-set-for-festive-events,,,,,,,,,,,,,,,,,,,,,,,,,https://luxemia.shop/catalog-clean/lapink-new-arrivals/luxemia-pistachio-rust-brown-mirror-palazzo-set-for-festive-events-image-2.jpg,2,"Pistachio, Rust, Brown Mirror Palazzo Set for Festive Events",,,,,,,,,,,,,,
luxemia-pistachio-rust-brown-mirror-palazzo-set-for-festive-events,,,,,,,,,,,,,,,,,,,,,,,,,https://luxemia.shop/catalog-clean/lapink-new-arrivals/luxemia-pistachio-rust-brown-mirror-palazzo-set-for-festive-events-image-4.jpg,3,"Pistachio, Rust, Brown Mirror Palazzo Set for Festive Events",,,,,,,,,,,,,,
