Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status,Variant Image,Variant Weight Unit
chinon-silk-navy-blue-occasional-wear-embroidery-work-readymade-lehenga-choli-404508,,,,,,,,,,,,,,,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/September/63908/Navy-Blue-Chinon-Silk-Occasional-Wear-Embroidery-Work-Readymade-Lehenga-Choli-MEHVISH-3072(4).jpg,4,Navy Blue Embroidered Lehenga Choli with Dupatta - View 5,,,,,,
chinon-silk-navy-blue-occasional-wear-embroidery-work-readymade-lehenga-choli-404508,,,,,,,,,,,,,,,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/September/63908/Navy-Blue-Chinon-Silk-Occasional-Wear-Embroidery-Work-Readymade-Lehenga-Choli-MEHVISH-3072(5).jpg,5,Navy Blue Embroidered Lehenga Choli with Dupatta - View 5,,,,,,
chinon-silk-rust-orange-occasional-wear-embroidery-work-readymade-lehenga-choli-404507,Rust Orange Embroidered Lehenga Choli with Dupatta,"<p>Rust orange embroidered lehenga choli with dupatta.</p>
<p>For occasional events — Navratri, Diwali, weddings, family functions.</p>
<p><strong>SET INCLUDES:</strong> Lehenga, choli, and dupatta.</p>
<p><strong>STITCHING:</strong> Pre-stitched readymade in standard sizes.</p>
<p><strong>ALTERATIONS:</strong> We offer alterations to your custom measurements for an additional fee. Email <a href=""mailto:hello@luxemia.shop"">hello@luxemia.shop</a> after ordering with your measurements.</p>

<p><strong>CARE:</strong> First Wash Dry Clean. Iron at moderate temperature.</p>
<p><strong>FABRIC:</strong> Silk. Approx weight: 2 kg (full set).</p>
<p><strong>SHIPPING:</strong> Ships within 2-3 days (processing). Standard delivery time varies by country. <strong>DHL Express delivers in 3-5 days</strong>. <strong>Free shipping is always Standard</strong> — DHL Express available at checkout for an additional fee.</p>
<p><strong>AVAILABILITY:</strong> <span style=""color:#1a7f37"">✓ In stock</span> — limited edition, available while supplier inventory lasts.</p>
<p><strong>QUESTIONS?</strong> Email <a href=""mailto:hello@luxemia.shop"">hello@luxemia.shop</a>, call <a href=""tel:+12153419990"">+1-215-341-9990</a>, or <a href=""https://wa.me/12153419990"" target=""_blank"">WhatsApp Mini</a> — I answer the phone myself in English, Hindi, or Gujarati.</p>
<p><strong>SEE ALSO:</strong> <a href=""https://luxemia.shop/returns"">Returns policy</a> | <a href=""https://luxemia.shop/size-guide"">Size guide</a> | <a href=""https://luxemia.shop/lehengas"">Browse all</a></p>
<p>— Mini, founder of LuxeMia</p>",LuxeMia,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing > Saris & Lehengas > Lehengas,Lehenga Choli,"rust orange,silk,occasional,embroidery,indian ethnic wear,usa,ships from india,in stock,lehenga,lehenga choli",TRUE,Stitching,Readymade,Size,"Bust 48""",2000,shopify,10,deny,manual,78.78,101.00,TRUE,TRUE,chinon-silk-rust-ora-REA-BUST-48,https://kesimg.b-cdn.net/images/650/2026y/September/63908/Rust-Orange-Chinon-Silk-Occasional-Wear-Embroidery-Work-Readymade-Lehenga-Choli-MEHVISH-3071(1).jpg,1,Rust Orange Embroidered Lehenga Choli with Dupatta,FALSE,Rust Orange Embroidered Lehenga Choli with Dupatta | LuxeMia,Rust Orange embroidered lehenga choli for occasional — $79. Ships in 2-3 days. DHL Express 3-5 days. In stock.,active,https://kesimg.b-cdn.net/images/650/2026y/September/63908/Rust-Orange-Chinon-Silk-Occasional-Wear-Embroidery-Work-Readymade-Lehenga-Choli-MEHVISH-3071(1).jpg,kg
chinon-silk-rust-orange-occasional-wear-embroidery-work-readymade-lehenga-choli-404507,,,,,,,,,,,,,,,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/September/63908/Rust-Orange-Chinon-Silk-Occasional-Wear-Embroidery-Work-Readymade-Lehenga-Choli-MEHVISH-3071(2).jpg,2,Rust Orange Embroidered Lehenga Choli with Dupatta - View 3,,,,,,
chinon-silk-rust-orange-occasional-wear-embroidery-work-readymade-lehenga-choli-404507,,,,,,,,,,,,,,,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/September/63908/Rust-Orange-Chinon-Silk-Occasional-Wear-Embroidery-Work-Readymade-Lehenga-Choli-MEHVISH-3071(3).jpg,3,Rust Orange Embroidered Lehenga Choli with Dupatta - View 4,,,,,,
chinon-silk-rust-orange-occasional-wear-embroidery-work-readymade-lehenga-choli-404507,,,,,,,,,,,,,,,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/September/63908/Rust-Orange-Chinon-Silk-Occasional-Wear-Embroidery-Work-Readymade-Lehenga-Choli-MEHVISH-3071(4).jpg,4,Rust Orange Embroidered Lehenga Choli with Dupatta - View 5,,,,,,
chinon-silk-rust-orange-occasional-wear-embroidery-work-readymade-lehenga-choli-404507,,,,,,,,,,,,,,,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/September/63908/Rust-Orange-Chinon-Silk-Occasional-Wear-Embroidery-Work-Readymade-Lehenga-Choli-MEHVISH-3071(5).jpg,5,Rust Orange Embroidered Lehenga Choli with Dupatta - View 5,,,,,,
tissue-silk-multicolor-occasional-wear-embroidery-work-readymade-lehenga-choli-404222,Multi-color Embroidered Lehenga Choli with Dupatta - Tissue Silk,"<p>Multi-color embroidered lehenga choli with dupatta.</p>
<p>For occasional events — Navratri, Diwali, weddings, family functions.</p>
<p><strong>SET INCLUDES:</strong> Lehenga, choli, and dupatta.</p>
<p><strong>STITCHING:</strong> Pre-stitched readymade in standard sizes.</p>
<p><strong>ALTERATIONS:</strong> We offer alterations to your custom measurements for an additional fee. Email <a href=""mailto:hello@luxemia.shop"">hello@luxemia.shop</a> after ordering with your measurements.</p>

<p><strong>CARE:</strong> First Wash Dry Clean. Iron at moderate temperature.</p>
<p><strong>FABRIC:</strong> Tissue Silk. Approx weight: 2 kg (full set).</p>
<p><strong>SHIPPING:</strong> Ships within 2-3 days (processing). Standard delivery time varies by country. <strong>DHL Express delivers in 3-5 days</strong>. <strong>Free shipping is always Standard</strong> — DHL Express available at checkout for an additional fee.</p>
<p><strong>AVAILABILITY:</strong> <span style=""color:#1a7f37"">✓ In stock</span> — limited edition, available while supplier inventory lasts.</p>
<p><strong>QUESTIONS?</strong> Email <a href=""mailto:hello@luxemia.shop"">hello@luxemia.shop</a>, call <a href=""tel:+12153419990"">+1-215-341-9990</a>, or <a href=""https://wa.me/12153419990"" target=""_blank"">WhatsApp Mini</a> — I answer the phone myself in English, Hindi, or Gujarati.</p>
<p><strong>SEE ALSO:</strong> <a href=""https://luxemia.shop/returns"">Returns policy</a> | <a href=""https://luxemia.shop/size-guide"">Size guide</a> | <a href=""https://luxemia.shop/lehengas"">Browse all</a></p>
<p>— Mini, founder of LuxeMia</p>",LuxeMia,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing > Saris & Lehengas > Lehengas,Lehenga Choli,"multi-color,tissue silk,occasional,embroidery,indian ethnic wear,usa,ships from india,in stock,lehenga,lehenga choli",TRUE,Stitching,Readymade,Size,"Bust 40""",2000,shopify,10,deny,manual,177.17,227.13,TRUE,TRUE,tissue-silk-multicol-REA-BUST-40,https://kesimg.b-cdn.net/images/650/2026y/September/63820/Multicolor-Tissue-Silk---Occasional-Wear-Embroidery-Work-Readymade-Lehenga-Choli-TAKSHVI-1214(1).jpg,1,Multi-color Embroidered Lehenga Choli with Dupatta - Tissue Silk,FALSE,Multi-color Embroidered Lehenga Choli with Dupatt… | LuxeMia,Multi-color embroidered lehenga choli for occasional — $177. Ships in 2-3 days. DHL Express 3-5 days. In stock.,active,https://kesimg.b-cdn.net/images/650/2026y/September/63820/Multicolor-Tissue-Silk---Occasional-Wear-Embroidery-Work-Readymade-Lehenga-Choli-TAKSHVI-1214(1).jpg,kg
tissue-silk-multicolor-occasional-wear-embroidery-work-readymade-lehenga-choli-404222,,,,,,,,Stitching,Readymade,Size,"Bust 42""",2000,shopify,10,deny,manual,177.17,227.13,TRUE,TRUE,tissue-silk-multicol-REA-BUST-42,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/September/63820/Multicolor-Tissue-Silk---Occasional-Wear-Embroidery-Work-Readymade-Lehenga-Choli-TAKSHVI-1214(1).jpg,kg
tissue-silk-multicolor-occasional-wear-embroidery-work-readymade-lehenga-choli-404222,,,,,,,,Stitching,Readymade,Size,"Bust 44""",2000,shopify,10,deny,manual,177.17,227.13,TRUE,TRUE,tissue-silk-multicol-REA-BUST-44,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/September/63820/Multicolor-Tissue-Silk---Occasional-Wear-Embroidery-Work-Readymade-Lehenga-Choli-TAKSHVI-1214(1).jpg,kg
tissue-silk-multicolor-occasional-wear-embroidery-work-readymade-lehenga-choli-404222,,,,,,,,,,,,,,,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/September/63820/Multicolor-Tissue-Silk---Occasional-Wear-Embroidery-Work-Readymade-Lehenga-Choli-TAKSHVI-1214(2).jpg,2,Multi-color Embroidered Lehenga Choli with Dupatta - Tissue Silk - View 3,,,,,,
tissue-silk-multicolor-occasional-wear-embroidery-work-readymade-lehenga-choli-404222,,,,,,,,,,,,,,,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/September/63820/Multicolor-Tissue-Silk---Occasional-Wear-Embroidery-Work-Readymade-Lehenga-Choli-TAKSHVI-1214(3).jpg,3,Multi-color Embroidered Lehenga Choli with Dupatta - Tissue Silk - View 4,,,,,,
tissue-silk-multicolor-occasional-wear-embroidery-work-readymade-lehenga-choli-404221,Multi-color Embroidered Lehenga Choli with Dupatta,"<p>Multi-color embroidered lehenga choli with dupatta.</p>
<p>For occasional events — Navratri, Diwali, weddings, family functions.</p>
<p><strong>SET INCLUDES:</strong> Lehenga, choli, and dupatta.</p>
<p><strong>STITCHING:</strong> Pre-stitched readymade in standard sizes.</p>
<p><strong>ALTERATIONS:</strong> We offer alterations to your custom measurements for an additional fee. Email <a href=""mailto:hello@luxemia.shop"">hello@luxemia.shop</a> after ordering with your measurements.</p>

<p><strong>CARE:</strong> First Wash Dry Clean. Iron at moderate temperature.</p>
<p><strong>FABRIC:</strong> Tissue Silk. Approx weight: 2 kg (full set).</p>
<p><strong>SHIPPING:</strong> Ships within 2-3 days (processing). Standard delivery time varies by country. <strong>DHL Express delivers in 3-5 days</strong>. <strong>Free shipping is always Standard</strong> — DHL Express available at checkout for an additional fee.</p>
<p><strong>AVAILABILITY:</strong> <span style=""color:#1a7f37"">✓ In stock</span> — limited edition, available while supplier inventory lasts.</p>
<p><strong>QUESTIONS?</strong> Email <a href=""mailto:hello@luxemia.shop"">hello@luxemia.shop</a>, call <a href=""tel:+12153419990"">+1-215-341-9990</a>, or <a href=""https://wa.me/12153419990"" target=""_blank"">WhatsApp Mini</a> — I answer the phone myself in English, Hindi, or Gujarati.</p>
<p><strong>SEE ALSO:</strong> <a href=""https://luxemia.shop/returns"">Returns policy</a> | <a href=""https://luxemia.shop/size-guide"">Size guide</a> | <a href=""https://luxemia.shop/lehengas"">Browse all</a></p>
<p>— Mini, founder of LuxeMia</p>",LuxeMia,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing > Saris & Lehengas > Lehengas,Lehenga Choli,"multi-color,tissue silk,occasional,embroidery,indian ethnic wear,usa,ships from india,in stock,lehenga,lehenga choli",TRUE,Stitching,Readymade,Size,"Bust 40""",2000,shopify,10,deny,manual,177.17,227.13,TRUE,TRUE,tissue-silk-multicol-REA-BUST-40,https://kesimg.b-cdn.net/images/650/2026y/September/63820/Multicolor-Tissue-Silk---Occasional-Wear-Embroidery-Work-Readymade-Lehenga-Choli-TAKSHVI-1213(1).jpg,1,Multi-color Embroidered Lehenga Choli with Dupatta,FALSE,Multi-color Embroidered Lehenga Choli with Dupatta | LuxeMia,Multi-color embroidered lehenga choli for occasional — $177. Ships in 2-3 days. DHL Express 3-5 days. In stock.,active,https://kesimg.b-cdn.net/images/650/2026y/September/63820/Multicolor-Tissue-Silk---Occasional-Wear-Embroidery-Work-Readymade-Lehenga-Choli-TAKSHVI-1213(1).jpg,kg
tissue-silk-multicolor-occasional-wear-embroidery-work-readymade-lehenga-choli-404221,,,,,,,,Stitching,Readymade,Size,"Bust 42""",2000,shopify,10,deny,manual,177.17,227.13,TRUE,TRUE,tissue-silk-multicol-REA-BUST-42,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/September/63820/Multicolor-Tissue-Silk---Occasional-Wear-Embroidery-Work-Readymade-Lehenga-Choli-TAKSHVI-1213(1).jpg,kg
tissue-silk-multicolor-occasional-wear-embroidery-work-readymade-lehenga-choli-404221,,,,,,,,Stitching,Readymade,Size,"Bust 44""",2000,shopify,10,deny,manual,177.17,227.13,TRUE,TRUE,tissue-silk-multicol-REA-BUST-44,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/September/63820/Multicolor-Tissue-Silk---Occasional-Wear-Embroidery-Work-Readymade-Lehenga-Choli-TAKSHVI-1213(1).jpg,kg
tissue-silk-multicolor-occasional-wear-embroidery-work-readymade-lehenga-choli-404221,,,,,,,,,,,,,,,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/September/63820/Multicolor-Tissue-Silk---Occasional-Wear-Embroidery-Work-Readymade-Lehenga-Choli-TAKSHVI-1213(2).jpg,2,Multi-color Embroidered Lehenga Choli with Dupatta - $177 - View 3,,,,,,
tissue-silk-multicolor-occasional-wear-embroidery-work-readymade-lehenga-choli-404221,,,,,,,,,,,,,,,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/September/63820/Multicolor-Tissue-Silk---Occasional-Wear-Embroidery-Work-Readymade-Lehenga-Choli-TAKSHVI-1213(3).jpg,3,Multi-color Embroidered Lehenga Choli with Dupatta - $177 - View 4,,,,,,
silk-rani-pink-festival-wear-embroidery-work-lehenga-choli-404133,Rani Pink Embroidered Lehenga Choli with Dupatta,"<p>Rani pink embroidered lehenga choli with dupatta.</p>
<p>For festival events — Navratri, Diwali, weddings, family functions.</p>
<p><strong>SET INCLUDES:</strong> Lehenga, choli, and dupatta.</p>
<p><strong>STITCHING OPTIONS:</strong></p>
<p>&nbsp;&nbsp;&bull; <strong>Standard Size S-XXL</strong> (+$23) — we stitch to a standard size before shipping.</p>
<p>&nbsp;&nbsp;&bull; <strong>Custom Stitching</strong> (+$37) — we stitch to your exact measurements (form emailed after order, 4-5 days extra).</p>
<p>&nbsp;&nbsp;&bull; <strong>Unstitched</strong> (+$0) — fabric shipped as-is, you arrange stitching locally.</p>
<p><strong>CARE:</strong> First Wash Dry Clean. Iron at moderate temperature.</p>
<p><strong>FABRIC:</strong> Silk. Approx weight: 2 kg (full set).</p>
<p><strong>SHIPPING:</strong> Ships within 2-3 days (processing). Standard delivery time varies by country. <strong>DHL Express delivers in 3-5 days</strong>. <strong>Free shipping is always Standard</strong> — DHL Express available at checkout for an additional fee.</p>
<p><strong>AVAILABILITY:</strong> <span style=""color:#1a7f37"">✓ In stock</span> — limited edition, available while supplier inventory lasts.</p>
<p><strong>QUESTIONS?</strong> Email <a href=""mailto:hello@luxemia.shop"">hello@luxemia.shop</a>, call <a href=""tel:+12153419990"">+1-215-341-9990</a>, or <a href=""https://wa.me/12153419990"" target=""_blank"">WhatsApp Mini</a> — I answer the phone myself in English, Hindi, or Gujarati.</p>
<p><strong>SEE ALSO:</strong> <a href=""https://luxemia.shop/returns"">Returns policy</a> | <a href=""https://luxemia.shop/size-guide"">Size guide</a> | <a href=""https://luxemia.shop/lehengas"">Browse all</a></p>
<p>— Mini, founder of LuxeMia</p>",LuxeMia,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing > Saris & Lehengas > Lehengas,Lehenga Choli,"rani pink,silk,festival,embroidery,indian ethnic wear,usa,ships from india,in stock,lehenga,lehenga choli",TRUE,Stitching,Unstitched,Size,S,2000,shopify,10,deny,manual,314.94,403.78,TRUE,TRUE,silk-rani-pink-festi-UNS-S,https://kesimg.b-cdn.net/images/650/2026y/September/63783/Rani-Pink-Silk-Festival-Wear-Embroidery-Work-Lehenga-Choli-3073-B(1).jpg,1,Rani Pink Embroidered Lehenga Choli with Dupatta,FALSE,Rani Pink Embroidered Lehenga Choli with Dupatta | LuxeMia,Rani Pink embroidered lehenga choli for festival — $315. Ships in 2-3 days. DHL Express 3-5 days. In stock.,active,https://kesimg.b-cdn.net/images/650/2026y/September/63783/Rani-Pink-Silk-Festival-Wear-Embroidery-Work-Lehenga-Choli-3073-B(1).jpg,kg
silk-rani-pink-festival-wear-embroidery-work-lehenga-choli-404133,,,,,,,,Stitching,Unstitched,Size,M,2000,shopify,10,deny,manual,314.94,403.78,TRUE,TRUE,silk-rani-pink-festi-UNS-M,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/September/63783/Rani-Pink-Silk-Festival-Wear-Embroidery-Work-Lehenga-Choli-3073-B(1).jpg,kg
silk-rani-pink-festival-wear-embroidery-work-lehenga-choli-404133,,,,,,,,Stitching,Unstitched,Size,L,2000,shopify,10,deny,manual,314.94,403.78,TRUE,TRUE,silk-rani-pink-festi-UNS-L,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/September/63783/Rani-Pink-Silk-Festival-Wear-Embroidery-Work-Lehenga-Choli-3073-B(1).jpg,kg
silk-rani-pink-festival-wear-embroidery-work-lehenga-choli-404133,,,,,,,,Stitching,Unstitched,Size,XL,2000,shopify,10,deny,manual,314.94,403.78,TRUE,TRUE,silk-rani-pink-festi-UNS-XL,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/September/63783/Rani-Pink-Silk-Festival-Wear-Embroidery-Work-Lehenga-Choli-3073-B(1).jpg,kg
silk-rani-pink-festival-wear-embroidery-work-lehenga-choli-404133,,,,,,,,Stitching,Unstitched,Size,XXL,2000,shopify,10,deny,manual,314.94,403.78,TRUE,TRUE,silk-rani-pink-festi-UNS-XXL,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/September/63783/Rani-Pink-Silk-Festival-Wear-Embroidery-Work-Lehenga-Choli-3073-B(1).jpg,kg
silk-rani-pink-festival-wear-embroidery-work-lehenga-choli-404133,,,,,,,,Stitching,Custom Measurements,Size,S,2000,shopify,10,deny,manual,351.61,440.45,TRUE,TRUE,silk-rani-pink-festi-CUS-S,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/September/63783/Rani-Pink-Silk-Festival-Wear-Embroidery-Work-Lehenga-Choli-3073-B(1).jpg,kg
silk-rani-pink-festival-wear-embroidery-work-lehenga-choli-404133,,,,,,,,Stitching,Custom Measurements,Size,M,2000,shopify,10,deny,manual,351.61,440.45,TRUE,TRUE,silk-rani-pink-festi-CUS-M,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/September/63783/Rani-Pink-Silk-Festival-Wear-Embroidery-Work-Lehenga-Choli-3073-B(1).jpg,kg
silk-rani-pink-festival-wear-embroidery-work-lehenga-choli-404133,,,,,,,,Stitching,Custom Measurements,Size,L,2000,shopify,10,deny,manual,351.61,440.45,TRUE,TRUE,silk-rani-pink-festi-CUS-L,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/September/63783/Rani-Pink-Silk-Festival-Wear-Embroidery-Work-Lehenga-Choli-3073-B(1).jpg,kg
silk-rani-pink-festival-wear-embroidery-work-lehenga-choli-404133,,,,,,,,Stitching,Custom Measurements,Size,XL,2000,shopify,10,deny,manual,351.61,440.45,TRUE,TRUE,silk-rani-pink-festi-CUS-XL,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/September/63783/Rani-Pink-Silk-Festival-Wear-Embroidery-Work-Lehenga-Choli-3073-B(1).jpg,kg
silk-rani-pink-festival-wear-embroidery-work-lehenga-choli-404133,,,,,,,,Stitching,Custom Measurements,Size,XXL,2000,shopify,10,deny,manual,351.61,440.45,TRUE,TRUE,silk-rani-pink-festi-CUS-XXL,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/September/63783/Rani-Pink-Silk-Festival-Wear-Embroidery-Work-Lehenga-Choli-3073-B(1).jpg,kg
silk-rani-pink-festival-wear-embroidery-work-lehenga-choli-404133,,,,,,,,Stitching,Standard Size,Size,S,2000,shopify,10,deny,manual,338.27,427.11,TRUE,TRUE,silk-rani-pink-festi-STA-S,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/September/63783/Rani-Pink-Silk-Festival-Wear-Embroidery-Work-Lehenga-Choli-3073-B(1).jpg,kg
silk-rani-pink-festival-wear-embroidery-work-lehenga-choli-404133,,,,,,,,Stitching,Standard Size,Size,M,2000,shopify,10,deny,manual,338.27,427.11,TRUE,TRUE,silk-rani-pink-festi-STA-M,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/September/63783/Rani-Pink-Silk-Festival-Wear-Embroidery-Work-Lehenga-Choli-3073-B(1).jpg,kg
silk-rani-pink-festival-wear-embroidery-work-lehenga-choli-404133,,,,,,,,Stitching,Standard Size,Size,L,2000,shopify,10,deny,manual,338.27,427.11,TRUE,TRUE,silk-rani-pink-festi-STA-L,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/September/63783/Rani-Pink-Silk-Festival-Wear-Embroidery-Work-Lehenga-Choli-3073-B(1).jpg,kg
silk-rani-pink-festival-wear-embroidery-work-lehenga-choli-404133,,,,,,,,Stitching,Standard Size,Size,XL,2000,shopify,10,deny,manual,338.27,427.11,TRUE,TRUE,silk-rani-pink-festi-STA-XL,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/September/63783/Rani-Pink-Silk-Festival-Wear-Embroidery-Work-Lehenga-Choli-3073-B(1).jpg,kg
silk-rani-pink-festival-wear-embroidery-work-lehenga-choli-404133,,,,,,,,Stitching,Standard Size,Size,XXL,2000,shopify,10,deny,manual,338.27,427.11,TRUE,TRUE,silk-rani-pink-festi-STA-XXL,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/September/63783/Rani-Pink-Silk-Festival-Wear-Embroidery-Work-Lehenga-Choli-3073-B(1).jpg,kg
silk-rani-pink-festival-wear-embroidery-work-lehenga-choli-404133,,,,,,,,,,,,,,,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/September/63783/Rani-Pink-Silk-Festival-Wear-Embroidery-Work-Lehenga-Choli-3073-B(2).jpg,2,Rani Pink Embroidered Lehenga Choli with Dupatta - View 3,,,,,,
silk-rani-pink-festival-wear-embroidery-work-lehenga-choli-404133,,,,,,,,,,,,,,,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/September/63783/Rani-Pink-Silk-Festival-Wear-Embroidery-Work-Lehenga-Choli-3073-B(3).jpg,3,Rani Pink Embroidered Lehenga Choli with Dupatta - View 4,,,,,,
silk-rani-pink-festival-wear-embroidery-work-lehenga-choli-404133,,,,,,,,,,,,,,,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/September/63783/Rani-Pink-Silk-Festival-Wear-Embroidery-Work-Lehenga-Choli-3073-B(4).jpg,4,Rani Pink Embroidered Lehenga Choli with Dupatta - View 5,,,,,,
silk-rani-pink-festival-wear-embroidery-work-lehenga-choli-404133,,,,,,,,,,,,,,,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/September/63783/Rani-Pink-Silk-Festival-Wear-Embroidery-Work-Lehenga-Choli-3073-B(5).jpg,5,Rani Pink Embroidered Lehenga Choli with Dupatta - View 5,,,,,,
silk-red-festival-wear-embroidery-work-lehenga-choli-404132,Red Embroidered Lehenga Choli with Dupatta,"<p>Red embroidered lehenga choli with dupatta.</p>
<p>For festival events — Navratri, Diwali, weddings, family functions.</p>
<p><strong>SET INCLUDES:</strong> Lehenga, choli, and dupatta.</p>
<p><strong>STITCHING OPTIONS:</strong></p>
<p>&nbsp;&nbsp;&bull; <strong>Standard Size S-XXL</strong> (+$23) — we stitch to a standard size before shipping.</p>
<p>&nbsp;&nbsp;&bull; <strong>Custom Stitching</strong> (+$37) — we stitch to your exact measurements (form emailed after order, 4-5 days extra).</p>
<p>&nbsp;&nbsp;&bull; <strong>Unstitched</strong> (+$0) — fabric shipped as-is, you arrange stitching locally.</p>
<p><strong>CARE:</strong> First Wash Dry Clean. Iron at moderate temperature.</p>
<p><strong>FABRIC:</strong> Silk. Approx weight: 2 kg (full set).</p>
<p><strong>SHIPPING:</strong> Ships within 2-3 days (processing). Standard delivery time varies by country. <strong>DHL Express delivers in 3-5 days</strong>. <strong>Free shipping is always Standard</strong> — DHL Express available at checkout for an additional fee.</p>
<p><strong>AVAILABILITY:</strong> <span style=""color:#1a7f37"">✓ In stock</span> — limited edition, available while supplier inventory lasts.</p>
<p><strong>QUESTIONS?</strong> Email <a href=""mailto:hello@luxemia.shop"">hello@luxemia.shop</a>, call <a href=""tel:+12153419990"">+1-215-341-9990</a>, or <a href=""https://wa.me/12153419990"" target=""_blank"">WhatsApp Mini</a> — I answer the phone myself in English, Hindi, or Gujarati.</p>
<p><strong>SEE ALSO:</strong> <a href=""https://luxemia.shop/returns"">Returns policy</a> | <a href=""https://luxemia.shop/size-guide"">Size guide</a> | <a href=""https://luxemia.shop/lehengas"">Browse all</a></p>
<p>— Mini, founder of LuxeMia</p>",LuxeMia,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing > Saris & Lehengas > Lehengas,Lehenga Choli,"red,silk,festival,embroidery,indian ethnic wear,usa,ships from india,in stock,lehenga,lehenga choli",TRUE,Stitching,Unstitched,Size,S,2000,shopify,10,deny,manual,314.94,403.78,TRUE,TRUE,silk-red-festival-we-UNS-S,https://kesimg.b-cdn.net/images/650/2026y/September/63783/Red-Silk-Festival-Wear-Embroidery-Work-Lehenga-Choli-3073-A(1).jpg,1,Red Embroidered Lehenga Choli with Dupatta,FALSE,Red Embroidered Lehenga Choli with Dupatta | LuxeMia,Red embroidered lehenga choli for festival — $315. Ships in 2-3 days. DHL Express 3-5 days. In stock.,active,https://kesimg.b-cdn.net/images/650/2026y/September/63783/Red-Silk-Festival-Wear-Embroidery-Work-Lehenga-Choli-3073-A(1).jpg,kg
silk-red-festival-wear-embroidery-work-lehenga-choli-404132,,,,,,,,Stitching,Unstitched,Size,M,2000,shopify,10,deny,manual,314.94,403.78,TRUE,TRUE,silk-red-festival-we-UNS-M,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/September/63783/Red-Silk-Festival-Wear-Embroidery-Work-Lehenga-Choli-3073-A(1).jpg,kg
silk-red-festival-wear-embroidery-work-lehenga-choli-404132,,,,,,,,Stitching,Unstitched,Size,L,2000,shopify,10,deny,manual,314.94,403.78,TRUE,TRUE,silk-red-festival-we-UNS-L,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/September/63783/Red-Silk-Festival-Wear-Embroidery-Work-Lehenga-Choli-3073-A(1).jpg,kg
silk-red-festival-wear-embroidery-work-lehenga-choli-404132,,,,,,,,Stitching,Unstitched,Size,XL,2000,shopify,10,deny,manual,314.94,403.78,TRUE,TRUE,silk-red-festival-we-UNS-XL,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/September/63783/Red-Silk-Festival-Wear-Embroidery-Work-Lehenga-Choli-3073-A(1).jpg,kg
silk-red-festival-wear-embroidery-work-lehenga-choli-404132,,,,,,,,Stitching,Unstitched,Size,XXL,2000,shopify,10,deny,manual,314.94,403.78,TRUE,TRUE,silk-red-festival-we-UNS-XXL,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/September/63783/Red-Silk-Festival-Wear-Embroidery-Work-Lehenga-Choli-3073-A(1).jpg,kg
